business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
Shanghai China Restaurant,San Francisco,CA,94103,36745_20190411,85.0,44,Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation. Inadequate dressing rooms or improper storage of personal items. High risk food holding temperature.
Shanghai Dumpling King,San Francisco,CA,94121,64466_20180208,86.0,51,Moderate risk food holding temperature. Improper storage of equipment utensils or linens. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination. Unclean or degraded floors walls or ceilings.
Shanghai Dumpling King 2,San Francisco,CA,94127,71909_20161005,86.0,68,Unclean or degraded floors walls or ceilings. Foods not protected from contamination. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper thawing methods.
Shanghai Dumpling King 2,San Francisco,CA,94127,71909_20171213,92.0,75,Inadequate or unsanitary refuse containers or area or no garbage service. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Inadequate ventilation or lighting.
Shanghai Dumpling King 2,San Francisco,CA,94127,71909_20190220,88.0,60,Low risk vermin infestation. Improper storage of equipment utensils or linens. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination. Unclean or degraded floors walls or ceilings.
Shanghai Dumpling King 2,San Francisco,CA,94127,71909_20190830,82.0,65,Improper thawing methods. Foods not protected from contamination. Food safety certificate or food handler card not available. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature.
Shanghai House,San Francisco,CA,94121,27949_20180212,84.0,52,Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Unapproved or unmaintained equipment or utensils.
Shanghai House,San Francisco,CA,94121,27949_20180910,70.0,24,Unapproved or unmaintained equipment or utensils. High risk food holding temperature. Unsanitary employee garments hair or nails. Improper thawing methods. High risk vermin infestation. Unclean or degraded floors walls or ceilings. Inadequate sewage or wastewater disposal. Wiping cloths not clean or properly stored or inadequate sanitizer.
Shanghai House,San Francisco,CA,94121,27949_20190923,82.0,67,Foods not protected from contamination. Moderate risk vermin infestation. Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer. Moderate risk food holding temperature.
Shannon Arms,San Francisco,CA,94116,4078_20170822,96.0,68,Inadequately cleaned or sanitized food contact surfaces.
Sharetea,San Francisco,CA,94103,81680_20171106,92.0,61,Unclean nonfood contact surfaces. Inadequate and inaccessible handwashing facilities. Low risk vermin infestation.
Sharetea,San Francisco,CA,94103,81680_20180613,90.0,52,Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation.
Sharetea,San Francisco,CA,94103,81680_20190617,96.0,92,Permit license or inspection report not posted. Unclean or degraded floors walls or ceilings.
Sharetea,San Francisco,CA,94103,90029_20170512,96.0,82,Unclean or degraded floors walls or ceilings. Improper storage of equipment utensils or linens.
Sharetea,San Francisco,CA,94103,90029_20180416,94.0,70,Inadequate procedures or records for time as a public health control. Unclean or degraded floors walls or ceilings.
Sharetea,San Francisco,CA,94103,90029_20190906,96.0,66,Inadequately cleaned or sanitized food contact surfaces.
Shaska Deli Coffee,San Francisco,CA,94110,87594_20170927,83.0,36,Inadequate and inaccessible handwashing facilities. Unclean or unsanitary food contact surfaces. Food safety certificate or food handler card not available. Moderate risk food holding temperature.
Shaska Deli Coffee,San Francisco,CA,94110,87594_20180502,84.0,62,Foods not protected from contamination. Inadequate food safety knowledge or lack of certified food safety manager. Moderate risk vermin infestation. Employee eating or smoking.
Shaska Deli Coffee,San Francisco,CA,94110,87594_20190506,68.0,38,Moderate risk food holding temperature. Contaminated or adulterated food. Other low risk violation. Moderate risk vermin infestation. Inadequate food safety knowledge or lack of certified food safety manager. Unapproved food source. Insufficient hot water or running water.
Shaws San Francisco,San Francisco,CA,94127,4542_20171206,91.0,22,High risk vermin infestation. Food safety certificate or food handler card not available.
Sheba Restaurant & Lounge,San Francisco,CA,94115,18606_20170213,83.0,5,Unclean or degraded floors walls or ceilings. High risk vermin infestation. Improper storage use or identification of toxic substances. Inadequately cleaned or sanitized food contact surfaces. Food safety certificate or food handler card not available.
Sheba Restaurant & Lounge,San Francisco,CA,94115,18606_20190306,84.0,68,Food safety certificate or food handler card not available. Inadequately cleaned or sanitized food contact surfaces. Foods not protected from contamination. Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature.
Sheffield Convalescent Hospital,San Francisco,CA,94110,60616_20171114,89.0,42,Inadequate food safety knowledge or lack of certified food safety manager. Unclean or unsanitary food contact surfaces.
Sheffield Convalescent Hospital,San Francisco,CA,94110,60616_20190506,98.0,73,Unclean or degraded floors walls or ceilings.
Sheng Kee Bakery & Cafe,San Francisco,CA,94122,68148_20180216,81.0,49,Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities. High risk vermin infestation. Improper food storage.
Sheng Kee Bakery & Cafe,San Francisco,CA,94122,68148_20190530,87.0,22,Permit license or inspection report not posted. High risk vermin infestation. Inadequately cleaned or sanitized food contact surfaces.
Sheraton Fisherman's Wharf Hotel,San Francisco,CA,94133,89922_20171212,94.0,86,Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Low risk vermin infestation.
Sheraton Fisherman's Wharf Hotel,San Francisco,CA,94133,89922_20181130,90.0,77,Improper storage of equipment utensils or linens. Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils. Improper food labeling or menu misrepresentation. Low risk vermin infestation.
Sheraton Fisherman's Wharf Hotel,San Francisco,CA,94133,89922_20190826,94.0,58,Moderate risk food holding temperature. Unapproved or unmaintained equipment or utensils.
Shizen Restaurant,San Francisco,CA,94103,79704_20180813,87.0,24,Unapproved or unmaintained equipment or utensils. Improper cooling methods. Inadequately cleaned or sanitized food contact surfaces.
Shizen Restaurant,San Francisco,CA,94103,79704_20190820,92.0,66,Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
Siam Lotus Thai Cuisine,San Francisco,CA,94117,69188_20170223,94.0,68,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequately cleaned or sanitized food contact surfaces.
Siam Lotus Thai Cuisine,San Francisco,CA,94117,69188_20181105,92.0,75,Unapproved or unmaintained equipment or utensils. Improper storage of equipment utensils or linens. Improper food storage. Wiping cloths not clean or properly stored or inadequate sanitizer.
Siam Lotus Thai Cuisine,San Francisco,CA,94117,69188_20190506,94.0,88,Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper food storage.
Sichuan Home Inc,San Francisco,CA,94118,88063_20170824,73.0,20,Low risk vermin infestation. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces. Unclean hands or improper use of gloves. Improper food storage. High risk food holding temperature.
Sichuan Home Inc,San Francisco,CA,94118,88063_20180807,84.0,57,Improper storage of equipment utensils or linens. Foods not protected from contamination. Improper storage use or identification of toxic substances. Moderate risk food holding temperature. Improper thawing methods.
Sichuan Home Inc,San Francisco,CA,94118,88063_20190306,89.0,2,Inadequately cleaned or sanitized food contact surfaces. Other high risk violation.
Sichuan Home Inc,San Francisco,CA,94118,88063_20190924,90.0,55,Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation. Inadequate or unsanitary refuse containers or area or no garbage service. Inadequate dressing rooms or improper storage of personal items.
Side Hustle,San Francisco,CA,94107,94646_20190325,89.0,28,Noncompliance with HAACP plan or variance. Unclean or unsanitary food contact surfaces.
Sidekick,San Francisco,CA,94111,65369_20190312,93.0,17,Unclean or unsanitary food contact surfaces.
Sidewalk Juice,San Francisco,CA,94110,94612_20181004,96.0,55,Inadequate and inaccessible handwashing facilities.
Sidewalk Juice,San Francisco,CA,94110,94612_20190912,86.0,68,Insufficient hot water or running water. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Moderate risk vermin infestation.
Sidewalk Juice,San Francisco,CA,94110,95130_20190415,94.0,58,Moderate risk vermin infestation. Food safety certificate or food handler card not available.
Sift Cupcake & Dessert Bar,San Francisco,CA,94115,69753_20170508,98.0,89,Improper or defective plumbing.
Sift Cupcake & Dessert Bar,San Francisco,CA,94115,69753_20180730,87.0,40,Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils. High risk vermin infestation.
Sift Cupcake & Dessert Bar,San Francisco,CA,94115,69753_20190806,96.0,78,Improper food storage. Unclean or degraded floors walls or ceilings.
Sightglass Coffee,San Francisco,CA,94103,86790_20190124,98.0,81,Unapproved or unmaintained equipment or utensils.
Sightglass Coffee,San Francisco,CA,94110,88115_20190404,94.0,65,Wiping cloths not clean or properly stored or inadequate sanitizer. Moderate risk food holding temperature.
Sightglass Coffee,San Francisco,CA,94117,91639_20190614,90.0,51,Inadequately cleaned or sanitized food contact surfaces. Improper or defective plumbing. Food safety certificate or food handler card not available. Permit license or inspection report not posted.
Sightglass Roasters,San Francisco,CA,94103,60713_20170523,98.0,84,Inadequate warewashing facilities or equipment.
Sightglass Roasters,San Francisco,CA,94103,60713_20190819,93.0,40,Unclean or unsanitary food contact surfaces.
Silk Road,San Francisco,CA,94132,83834_20170330,90.0,60,Food safety certificate or food handler card not available. Moderate risk food holding temperature. Inadequate and inaccessible handwashing facilities.
Silk Road,San Francisco,CA,94132,83834_20171020,87.0,9,High risk food holding temperature. Inadequate food safety knowledge or lack of certified food safety manager. Wiping cloths not clean or properly stored or inadequate sanitizer.
Silk Road,San Francisco,CA,94132,83834_20190322,94.0,55,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities.
Silver Cafe,San Francisco,CA,94112,36208_20161026,92.0,61,Inadequately cleaned or sanitized food contact surfaces. Improper food storage. Inadequate dressing rooms or improper storage of personal items.
Silver Cafe,San Francisco,CA,94112,36208_20171011,90.0,52,Improper storage use or identification of toxic substances. Inadequate dressing rooms or improper storage of personal items. Wiping cloths not clean or properly stored or inadequate sanitizer. Moderate risk food holding temperature.
Silver Cafe,San Francisco,CA,94112,36208_20190104,92.0,55,Inadequate ventilation or lighting. Unapproved or unmaintained equipment or utensils. Employee eating or smoking.
Silver Cloud,San Francisco,CA,94123,81719_20180412,86.0,62,Food safety certificate or food handler card not available. Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities.
Silver Cloud,San Francisco,CA,94123,81719_20190319,94.0,82,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Food safety certificate or food handler card not available.
Silver Cloud,San Francisco,CA,94123,81719_20190924,92.0,85,Low risk vermin infestation. Unclean or degraded floors walls or ceilings. Food safety certificate or food handler card not available. Unapproved or unmaintained equipment or utensils.
Silver Market Inc.,San Francisco,CA,94134,84887_20161101,70.0,39,Moderate risk vermin infestation. High risk food holding temperature. Foods not protected from contamination. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces. Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings.
Silver Market Inc.,San Francisco,CA,94134,84887_20180430,76.0,25,Inadequate and inaccessible handwashing facilities. Unclean or unsanitary food contact surfaces. High risk food holding temperature. Unclean or degraded floors walls or ceilings. Foods not protected from contamination.
Silver Star Cafe & Deli,San Francisco,CA,94111,90523_20170426,96.0,54,Moderate risk food holding temperature.
Silver Star Cafe & Deli,San Francisco,CA,94111,90523_20180618,92.0,83,Unapproved or unmaintained equipment or utensils. Permit license or inspection report not posted. Food safety certificate or food handler card not available. Inadequate warewashing facilities or equipment.
Silver Star Cafe & Deli,San Francisco,CA,94111,90523_20190712,78.0,38,Food safety certificate or food handler card not available. Unclean hands or improper use of gloves. Moderate risk food holding temperature. Permit license or inspection report not posted. No hot water or running water.
"Silverhat Bar, Inc",San Francisco,CA,94133,485_20161207,96.0,94,Low risk vermin infestation. Unclean nonfood contact surfaces.
"Silverhat Bar, Inc",San Francisco,CA,94133,485_20180509,96.0,72,Low risk vermin infestation. Unclean nonfood contact surfaces.
Silverstone Cafe,San Francisco,CA,94110,68189_20161011,89.0,17,Inadequate dressing rooms or improper storage of personal items. Unclean nonfood contact surfaces. High risk food holding temperature.
Silverstone Cafe,San Francisco,CA,94110,68189_20171002,92.0,56,Moderate risk food holding temperature. Food safety certificate or food handler card not available. Wiping cloths not clean or properly stored or inadequate sanitizer.
Silverstone Cafe,San Francisco,CA,94110,68189_20180510,86.0,57,Inadequate and inaccessible handwashing facilities. Low risk vermin infestation. Inadequate food safety knowledge or lack of certified food safety manager. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean nonfood contact surfaces.
Silverstone Cafe,San Francisco,CA,94110,68189_20190502,88.0,52,Unapproved  living quarters in food facility. Moderate risk food holding temperature. Foods not protected from contamination. Inadequate or unsanitary refuse containers or area or no garbage service.
Simco Coffee/(Espresso Cafe) Seal Location,San Francisco,CA,94133,5530_20171130,91.0,33,Unclean or unsanitary food contact surfaces. Food safety certificate or food handler card not available.
Simco/Wipe Out Bar & Grill(Hot Dog Cart)-  infront of wipeout,San Francisco,CA,94133,5578_20171130,94.0,64,Moderate risk food holding temperature. Unapproved or unmaintained equipment or utensils.
Simplexitea,San Francisco,CA,94103,100715_20190805,96.0,59,Inadequate and inaccessible handwashing facilities.
Simply Cafe,San Francisco,CA,94102,94442_20181107,81.0,42,Improper thawing methods. Inadequate and inaccessible handwashing facilities. High risk vermin infestation. Inadequately cleaned or sanitized food contact surfaces.
Simply Delish,San Francisco,CA,94124,89765_20190509,92.0,70,Moderate risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate dressing rooms or improper storage of personal items. Permit license or inspection report not posted.
Sip N Slurp,San Francisco,CA,94132,93281_20180828,100.0,61,Insufficient hot water or running water. Wiping cloths not clean or properly stored or inadequate sanitizer.
Sip N Slurp,San Francisco,CA,94132,93281_20181107,98.0,71,Wiping cloths not clean or properly stored or inadequate sanitizer.
Sizzling Pot King,San Francisco,CA,94103,94408_20180215,86.0,58,Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces. Foods not protected from contamination. Unapproved or unmaintained equipment or utensils.
Sizzling Pot King,San Francisco,CA,94103,94408_20180608,80.0,64,Improper thawing methods. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination. Moderate risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities.
Sizzling Pot King,San Francisco,CA,94103,94408_20190604,70.0,50,Unclean hands or improper use of gloves. Improper cooling methods. Moderate risk vermin infestation. Unclean nonfood contact surfaces. Inadequate food safety knowledge or lack of certified food safety manager. Food in poor condition. Permit license or inspection report not posted.
Skool,San Francisco,CA,94103,39875_20161102,96.0,52,Moderate risk food holding temperature.
Skool,San Francisco,CA,94103,39875_20190326,92.0,59,Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces.
Slanted Door Restaurant,San Francisco,CA,94111,10540_20170605,72.0,13,Foods not protected from contamination. Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean or unsanitary food contact surfaces. Unclean hands or improper use of gloves. Inadequate warewashing facilities or equipment. Moderate risk food holding temperature.
Slanted Door Restaurant,San Francisco,CA,94111,10540_20180615,87.0,50,Improper or defective plumbing. Wiping cloths not clean or properly stored or inadequate sanitizer. High risk food holding temperature. Unapproved or unmaintained equipment or utensils.
Slanted Door Restaurant,San Francisco,CA,94111,10540_20190321,87.0,31,Improper or defective plumbing. Moderate risk food holding temperature. Unclean or unsanitary food contact surfaces.
Slice House by Tony Gemignani,San Francisco,CA,94107,82793_20170322,92.0,66,Moderate risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper food storage.
Slice House by Tony Gemignani,San Francisco,CA,94107,82793_20190219,78.0,12,High risk food holding temperature. Low risk vermin infestation. Unclean or unsanitary food contact surfaces. Inadequate and inaccessible handwashing facilities. Unclean nonfood contact surfaces.
Slice House by Tony Gemignani,San Francisco,CA,94133,62990_20180221,94.0,78,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Unsanitary employee garments hair or nails.
Slice House by Tony Gemignani,San Francisco,CA,94133,62990_20190923,93.0,8,High risk food holding temperature.
Slice of Life Cafe & Catering,San Francisco,CA,94103,86394_20190726,94.0,55,Foods not protected from contamination. Unapproved or unmaintained equipment or utensils.
Slider Diner,San Francisco,CA,94109,21909_20171005,94.0,57,Unclean nonfood contact surfaces. Inadequately cleaned or sanitized food contact surfaces.
Slider Diner,San Francisco,CA,94109,21909_20180517,96.0,70,Moderate risk food holding temperature.
Slider Diner,San Francisco,CA,94109,21909_20190719,91.0,45,High risk food holding temperature. Food safety certificate or food handler card not available.
Slurp Noodle Bar,San Francisco,CA,94114,81651_20170112,82.0,13,Unclean or unsanitary food contact surfaces. Improper cooling methods. Inadequate and inaccessible handwashing facilities.
Slurp Noodle Bar,San Francisco,CA,94114,81651_20171108,69.0,4,High risk food holding temperature. Inadequate and inaccessible handwashing facilities. Unclean or unsanitary food contact surfaces. Improper thawing methods. Improper cooling methods. Low risk vermin infestation.
Slurp Noodle Bar,San Francisco,CA,94114,81651_20180409,83.0,20,Unclean or degraded floors walls or ceilings. High risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper storage of equipment utensils or linens. Moderate risk vermin infestation.
Slurp Noodle Bar,San Francisco,CA,94114,81651_20190404,78.0,13,Unclean or unsanitary food contact surfaces. Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. High risk food holding temperature. Food safety certificate or food handler card not available.
Slurp Ramen,San Francisco,CA,94108,68827_20171030,92.0,66,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination.
Slurp Ramen,San Francisco,CA,94108,68827_20180808,90.0,70,Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature. Improper food storage.
Slurp Ramen,San Francisco,CA,94108,68827_20190610,92.0,60,Moderate risk food holding temperature. Employee eating or smoking.
Small Foods,San Francisco,CA,94107,68813_20180514,75.0,4,Insufficient hot water or running water. Contaminated or adulterated food. Unclean or unsanitary food contact surfaces. High risk vermin infestation.
Small Foods,San Francisco,CA,94107,68813_20190730,71.0,46,Unclean or unsanitary food contact surfaces. Inadequate and inaccessible handwashing facilities. Inadequate food safety knowledge or lack of certified food safety manager. High risk vermin infestation. High risk food holding temperature.
Small Potatoes Catering & Events,San Francisco,CA,94103,76245_20171003,89.0,23,Unclean hands or improper use of gloves. Inadequate food safety knowledge or lack of certified food safety manager.
Small Potatoes Catering & Events,San Francisco,CA,94103,76245_20180627,87.0,1,High risk vermin infestation. Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings.
Small Potatoes Catering & Events,San Francisco,CA,94103,76245_20190919,87.0,17,High risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean or degraded floors walls or ceilings. Improper food storage.
Smashburger Store #1271,San Francisco,CA,94103,85518_20170124,94.0,64,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils.
Smashburger Store #1271,San Francisco,CA,94103,85518_20180116,93.0,14,High risk food holding temperature.
Smashburger Store #1271,San Francisco,CA,94103,85518_20190116,98.0,97,Unclean or degraded floors walls or ceilings.
Smitten Ice Cream,San Francisco,CA,94102,89560_20170906,96.0,68,Inadequately cleaned or sanitized food contact surfaces.
Smitten Ice Cream,San Francisco,CA,94102,89560_20181126,98.0,99,Wiping cloths not clean or properly stored or inadequate sanitizer.
Smitten Ice Cream,San Francisco,CA,94110,87953_20180206,98.0,84,Low risk vermin infestation.
Smitten Ice Cream,San Francisco,CA,94110,87953_20180813,96.0,59,Employee eating or smoking.
Smitten Ice Cream,San Francisco,CA,94110,87953_20190410,98.0,85,Unclean or degraded floors walls or ceilings.
Smitten Ice Cream,San Francisco,CA,94110,91811_20180914,93.0,22,Unclean or unsanitary food contact surfaces.
Smitten Ice Cream,San Francisco,CA,94115,82945_20171128,96.0,70,Moderate risk vermin infestation.
Smitten Ice Cream,San Francisco,CA,94115,82945_20180919,90.0,57,Moderate risk vermin infestation. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
Smitten Ice Cream,San Francisco,CA,94115,82945_20190924,88.0,55,Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation. Inadequate and inaccessible handwashing facilities. Inadequate dressing rooms or improper storage of personal items.
Smokin' Warehouse BBQ,San Francisco,CA,94118,78184_20161206,90.0,60,Improper food storage. Moderate risk food holding temperature. Inadequate food safety knowledge or lack of certified food safety manager.
Smokin' Warehouse BBQ,San Francisco,CA,94118,78184_20180611,90.0,63,Unclean nonfood contact surfaces. Inadequately cleaned or sanitized food contact surfaces. Food safety certificate or food handler card not available. Unclean or degraded floors walls or ceilings.
Smokin' Warehouse BBQ,San Francisco,CA,94118,78184_20190115,92.0,61,Improper food storage. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces.
Smokin' Warehouse BBQ,San Francisco,CA,94118,78184_20190723,86.0,68,Moderate risk food holding temperature. Inadequate and inaccessible handwashing facilities. Inadequate food safety knowledge or lack of certified food safety manager. Unclean or degraded floors walls or ceilings.
Smokin' Warehouse BBQ,San Francisco,CA,94124,63896_20170120,89.0,14,Improper cooling methods. Inadequately cleaned or sanitized food contact surfaces.
Smoky Man,San Francisco,CA,94122,93502_20190827,64.0,12,Unclean hands or improper use of gloves. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods. Improper cooling methods. Foods not protected from contamination. Food safety certificate or food handler card not available. Moderate risk food holding temperature. Inadequate food safety knowledge or lack of certified food safety manager.
Smuggler's Cove,San Francisco,CA,94102,61357_20171205,91.0,5,Low risk vermin infestation. Improper reheating of food.
Sno-Crave Tea House,San Francisco,CA,94112,89143_20170127,92.0,64,Inadequately cleaned or sanitized food contact surfaces. Inadequate warewashing facilities or equipment. Permit license or inspection report not posted.
Sno-Crave Tea House,San Francisco,CA,94112,89143_20170907,94.0,67,Unclean or degraded floors walls or ceilings. Inadequate food safety knowledge or lack of certified food safety manager.
Sno-Crave Tea House,San Francisco,CA,94112,89143_20180919,92.0,52,Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings. Unclean unmaintained or improperly constructed toilet facilities.
"Snow Garden, LLC",San Francisco,CA,94108,33712_20171129,84.0,57,Improper storage of equipment utensils or linens. Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. Improper food storage. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils.
"Snow Garden, LLC",San Francisco,CA,94108,33712_20180817,71.0,50,Improper food storage. Unclean nonfood contact surfaces. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper thawing methods. Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. Moderate risk food holding temperature. Contaminated or adulterated food. No thermometers or uncalibrated thermometers. Inadequate ventilation or lighting.
Snowbird Coffee,San Francisco,CA,94110,80305_20180131,96.0,79,Food safety certificate or food handler card not available. Unclean or degraded floors walls or ceilings.
Snowbird Coffee,San Francisco,CA,94110,80305_20190411,94.0,62,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities.
Social Kitchen & Brewery,San Francisco,CA,94122,62330_20170119,68.0,33,Improper cooling methods. Food safety certificate or food handler card not available. Other high risk violation. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces. High risk food holding temperature.
Social Kitchen & Brewery,San Francisco,CA,94122,62330_20180131,87.0,5,Unclean or unsanitary food contact surfaces. Permit license or inspection report not posted. Improper or defective plumbing. Unapproved or unmaintained equipment or utensils.
Social Kitchen & Brewery,San Francisco,CA,94122,62330_20180912,90.0,54,Moderate risk vermin infestation. Moderate risk food holding temperature. Unclean or degraded floors walls or ceilings.
Socola Chocolatier LLC,San Francisco,CA,94105,76883_20180607,98.0,94,Unclean or degraded floors walls or ceilings.
Sodexo @ Academy of Art University,San Francisco,CA,94102,67246_20170223,96.0,60,Inadequately cleaned or sanitized food contact surfaces.
Sodexo @ Academy of Art University,San Francisco,CA,94102,67246_20180430,91.0,49,Unclean or degraded floors walls or ceilings. Improper cooling methods.
Sodexo @ Academy of Art University,San Francisco,CA,94102,67250_20170223,98.0,81,Improper storage of equipment utensils or linens.
Sodexo @ Academy of Art University,San Francisco,CA,94102,67250_20180430,98.0,81,Unapproved or unmaintained equipment or utensils.
"Sodexo America, LLC # 42422001",San Francisco,CA,94105,99036_20190507,90.0,53,Inadequate and inaccessible handwashing facilities. Low risk vermin infestation. Unclean nonfood contact surfaces. Inadequate dressing rooms or improper storage of personal items.
Sodexo at Academy of Art University,San Francisco,CA,94102,39936_20161128,96.0,73,Permit license or inspection report not posted. Food safety certificate or food handler card not available.
Sodexo at Academy of Art University,San Francisco,CA,94102,39936_20190425,92.0,62,Improper thawing methods. Moderate risk food holding temperature.
Sodexo at PG & E Energy Center,San Francisco,CA,94103,63136_20161109,96.0,55,Moderate risk vermin infestation.
Sodexo at PG & E Energy Center,San Francisco,CA,94103,63136_20180119,98.0,97,Permit license or inspection report not posted.
Sodini's Restaurant,San Francisco,CA,94133,63121_20180611,81.0,38,High risk food holding temperature. Low risk vermin infestation. Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces. Unclean nonfood contact surfaces.
Sodini's Restaurant,San Francisco,CA,94133,63121_20190605,86.0,67,Low risk vermin infestation. Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods.
Soma Chicken and Salad,San Francisco,CA,94105,67446_20170331,79.0,30,Improper cooling methods. Improper or defective plumbing. No thermometers or uncalibrated thermometers. Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature. Foods not protected from contamination.
Soma Chicken and Salad,San Francisco,CA,94105,67446_20190211,65.0,24,Unapproved or unmaintained equipment or utensils. Improper cooling methods. Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature. Insufficient hot water or running water. Unclean or unsanitary food contact surfaces. Improper food storage. Unclean hands or improper use of gloves.
Soma Chicken and Salad,San Francisco,CA,94105,67446_20190723,82.0,13,Moderate risk vermin infestation. Improper cooling methods. High risk food holding temperature.
Soma Eats,San Francisco,CA,94105,80604_20171030,92.0,65,Inadequate and inaccessible handwashing facilities. Inadequate warewashing facilities or equipment. Improper food storage.
Soma Eats,San Francisco,CA,94105,80604_20190313,88.0,61,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Moderate risk food holding temperature. Improper or defective plumbing.
Soma Eats,San Francisco,CA,94105,80604_20190731,89.0,35,Improper cooling methods. Inadequately cleaned or sanitized food contact surfaces.
Soma Eats 2,San Francisco,CA,94105,96202_20190408,85.0,21,Improper cooling methods. Insufficient hot water or running water. Inadequately cleaned or sanitized food contact surfaces.
Soma Eats 2,San Francisco,CA,94105,96202_20191003,92.0,66,Moderate risk food holding temperature. Foods not protected from contamination.
Soma Pizza,San Francisco,CA,94107,81316_20170124,81.0,17,Unclean or unsanitary food contact surfaces. Inadequate ventilation or lighting. Improper food storage. Inadequate food safety knowledge or lack of certified food safety manager. Inadequate and inaccessible handwashing facilities.
Soma Pizza,San Francisco,CA,94107,81316_20180605,76.0,49,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate food safety knowledge or lack of certified food safety manager. Inadequate and inaccessible handwashing facilities. Unclean hands or improper use of gloves. Unclean or unsanitary food contact surfaces.
Soma Pizza,San Francisco,CA,94107,81316_20190304,81.0,11,Inadequately cleaned or sanitized food contact surfaces. Unclean hands or improper use of gloves. Moderate risk vermin infestation. Improper thawing methods.
